id,productType,source,name,brand,brandName,brandCode,slug,depositAmount,activityLevel,reviewsRating,reviewsTotal,reviewsSource,lowestOptionRoomType,lowestOptionPrice,lowestOptionFullPrice,fkSeasonId,fkTourOptionId,created_at,updated_at
tour-b3d1c003-ea04-4811-95a0-e593d2ee5e21,partner_tour,salesforce,"Italy 2024 Small-Group Tour with Local Dining, Venice Gondola Ride, Chianti Wine Tasting, Pompeii & Amalfi Coast Day Cruise",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,italy-2024-small-group-tour-with-local-dining-venice-gondola-ride-chianti-wine-tasting-pompeii-and-amalfi-coast-day-cruise,0.2,relaxed,7.0,4,le_tour_operator,twin,2999.4,2999.4,b2168672-3847-4fd4-bf01-44a96e896306,10b3d83d-906a-4a04-8d20-26e49eff12fc,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-b3e21304-757e-49b0-b8fb-e928bd0b1c6d,partner_tour,salesforce," Mediterranean Coast: Southern France, Northern Italy & Barcelona 2024 Small-Group Tour with Wine Tastings & Handpicked Stays",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,mediterranean-coast-southern-france-northern-italy-and-barcelona-2024-small-group-tour-with-wine-tastings-and-handpicked-stays,0.2,moderate,7.0,4,le_tour_operator,twin,2399.4,2399.4,961f50f3-7432-4ab2-882e-7c238c142838,17eeae5e-4cd7-45b1-8367-42729c94c578,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-b5965924-4ca2-4224-be27-144a6dec0874,connection_tour,ttc,Sicily in Depth,insightvacations,Insight Vacations,insightvacations,sicily-in-depth,500.0,,0.0,0,luxuryescapes,twin,2594.0,2594.0,75fd279a-ad6a-495a-9e5d-ab272a351b57,01e7cd87-1f07-4c59-ada9-256541da5846,2023-09-25 11:50:25,2023-09-25 11:50:25
tour-b5fbb86d-f09a-44df-9d88-b1e58ab5e81c,connection_tour,ttc,Scenic Scandinavia and its Fjords,trafalgar,Trafalgar,trafalgar,scenic-scandinavia-and-its-fjords,500.0,,10.0,2,le_tour_operator,twin,4374.0,4860.0,404e9cf5-0caa-47c3-b252-ef08546b9322,0f462025-2d75-4812-bf05-27f0b054aa5f,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-b64fcc2d-2904-49aa-98de-f6f155e06417,connection_tour,ttc,Wonders of Italy,trafalgar,Trafalgar,trafalgar,wonders-of-italy,500.0,,10.0,2,le_tour_operator,twin,2295.0,2550.0,992d1522-1e97-4b22-a101-4da9518ca8b5,20eb2be4-02f7-426c-9c89-738a6afb86e8,2023-09-25 11:50:23,2023-09-25 11:50:23
tour-b652f8ee-49ae-476a-b247-f617d4d64d19,connection_tour,ttc,Wonders of Patagonia,trafalgar,Trafalgar,trafalgar,wonders-of-patagonia,500.0,,10.0,2,le_tour_operator,twin,5582.1,6134.0,9fe001b9-17b6-488e-a891-e10346b0e4ec,6160d27b-9dfc-4052-af22-7b2fa5d2d524,2023-09-25 11:50:27,2023-09-25 11:50:27
tour-b68cfd61-e70c-4b08-b2ae-0af2384d344b,connection_tour,ttc,Country Roads of Southern Italy,insightvacations,Insight Vacations,insightvacations,country-roads-of-southern-italy,500.0,,0.0,0,luxuryescapes,twin,3744.0,3744.0,82acf650-77ab-43ce-80e7-62a9ef6070a5,59a3508e-307e-47c7-93b4-6f6a6341dc05,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-b75b1cb9-82b6-4626-aa9d-0de564473644,connection_tour,ttc,South America Landscapes,trafalgar,Trafalgar,trafalgar,south-america-landscapes,500.0,,10.0,2,le_tour_operator,twin,5017.4,5492.0,8f5363a4-8a86-47ec-a981-3ffe7e3eb5f7,2ca91834-5810-41f5-a055-ab94bfe2c4e2,2023-09-25 11:50:27,2023-09-25 11:50:27
tour-b8110aa8-e6d8-40d9-ad61-4a2ed336130e,connection_tour,ttc,Essence of South Africa,trafalgar,Trafalgar,trafalgar,essence-of-south-africa,500.0,,10.0,2,le_tour_operator,twin,4805.8,5575.0,d05346bc-41f6-4cba-910c-7445cf70d2aa,212dd7f3-1dc2-4c80-8410-aed0865d4bf5,2023-09-25 11:50:22,2023-09-25 11:50:22
tour-b8c6357a-c033-47e8-aeea-c8fd0ec802e3,connection_tour,ttc,Castles and Manors,trafalgar,Trafalgar,trafalgar,castles-and-manors,500.0,,10.0,2,le_tour_operator,twin,3195.0,3550.0,47d71966-e993-47e5-8fd4-9a4d9200bb3f,a1007dc7-7e66-4757-b7a0-65639f9a60fc,2023-09-25 11:50:22,2023-09-25 11:50:22
tour-b8c8a460-2323-4f06-a840-859da5d6ac0d,connection_tour,ttc,Golden Triangle and the Tigers of Ranthambore,trafalgar,Trafalgar,trafalgar,golden-triangle-and-the-tigers-of-ranthambore,500.0,,10.0,2,le_tour_operator,twin,1850.0,1850.0,21109be3-7f8d-4f02-beed-6194541dc45e,76ac22ec-4a24-4db9-8f5e-8050bcbf009b,2023-09-25 11:50:27,2023-09-25 11:50:27
tour-b8c8dca6-0b92-4ea9-bfd7-da34d02d944f,connection_tour,ttc,Enchanting Canyonlands,insightvacations,Insight Vacations,insightvacations,enchanting-canyonlands,500.0,,0.0,0,luxuryescapes,twin,3105.0,3450.0,ba9bf2f6-4c4f-4645-a95c-1ecfbefbde38,fdff4c55-fea0-426b-824c-1d69e257fb38,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-b8f5dec7-ef2a-46ce-a765-86691d741596,connection_tour,ttc,The Eastern Discovery,insightvacations,Insight Vacations,insightvacations,the-eastern-discovery,500.0,relaxed,0.0,0,luxuryescapes,twin,3352.5,3725.0,d28d8b39-cac7-4360-8b3e-e85cfb1a8138,4e3f91a2-f922-4546-866d-1072f3f1faa6,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-b91871bb-849a-4ff9-8511-d97afb04b2de,connection_tour,ttc,European Discovery,insightvacations,Insight Vacations,insightvacations,european-discovery,500.0,,0.0,0,luxuryescapes,twin,6142.5,6825.0,0682374a-c479-4e80-9db7-efeac6288ff1,e480a8cc-ae13-4dc9-844b-b03c3cf4bfb0,2023-09-25 11:50:25,2023-09-25 11:50:25
tour-b951fd9a-9d1b-42fe-850f-a2ad873e9449,partner_tour,salesforce,"Switzerland 2024 Train Tour with Bernina Express & Glacier Express Rail Journeys, Lake Constance Cruise & Handpicked Accommodation",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,switzerland-2024-train-tour-with-bernina-express-and-glacier-express-rail-journeys-lake-constance-cruise-and-handpicked-accommodation,0.0,relaxed,7.0,4,le_tour_operator,twin,2399.4,2399.4,8e2ff674-ec06-4f61-ab11-4fd42c846a18,936b5ddd-65c7-4490-84f9-be34521ce1eb,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-b99abdc9-d4cf-419d-a423-2fa428548a54,connection_tour,ttc,"Christmas Markets of Austria, Germany and Switzerland",trafalgar,Trafalgar,trafalgar,christmas-markets-of-austria-germany-and-switzerland,500.0,relaxed,10.0,2,le_tour_operator,twin,2498.0,2498.0,e6dbc171-fb62-4bfc-bdb6-3752abbf919b,b1ae2603-6cca-46a5-b10a-28cd36666023,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-ba112852-af44-4e7c-ae50-c523f72cfb53,connection_tour,ttc,Grand Spain & Portugal,insightvacations,Insight Vacations,insightvacations,grand-spain-and-portugal,500.0,,0.0,0,luxuryescapes,twin,6281.0,6281.0,a2ebc9a3-c12f-4b95-b33e-e0eda1388a9d,f742c399-9c1c-440e-9baf-e3bbd55da166,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-bb3a642f-8cb8-4a36-af0a-28b3629f618d,partner_tour,salesforce,"Bruny Island 2024: Small-Group Walking Tour with Fluted Cape Circuit, All-Inclusive Meals & Chalet Stay",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,bruny-island-2024-small-group-walking-tour-with-fluted-cape-circuit-all-inclusive-meals-and-chalet-stay,0.0,active,7.0,4,le_tour_operator,twin,1439.4,1439.4,01392cc8-201d-44ca-8347-d0f7e206a91b,4f5927cc-9362-4463-9da0-3454b8a43079,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-bbccdadf-d8d4-4d6a-a4dc-32de3bc7f6f3,direct_tour,salesforce,"Egypt Luxury Small-Group Tour with Four Seasons Stay, Nile River Cruise, Abu Simbel & Valley of the Kings",luxuryescapes,Luxury Escapes Tours,luxuryescapes,egypt-luxury-small-group-tour-with-four-seasons-stay-nile-river-cruise-abu-simbel-and-valley-of-the-kings,0.2,moderate,8.5,57,le_tour_operator,twin,4199.4,4199.4,7f18cfee-daa4-45b8-a2c1-8b3eff826133,355a4da7-c80b-404c-8d3c-f6c6f7f2c1f1,2023-09-25 11:50:18,2023-09-25 11:50:18
tour-bbfe9654-6d05-4233-bc4f-8222d65ace54,connection_tour,ttc,Warsaw & the Baltic States,insightvacations,Insight Vacations,insightvacations,warsaw-and-the-baltic-states,500.0,,0.0,0,luxuryescapes,twin,2314.0,2314.0,a5ab90a9-bec0-41fa-afcb-5b3463a601f8,1f3b66a2-63be-4fde-8a89-4b009b1f41e2,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-bc3a042f-506d-45f5-ad2f-bfa5b066bbeb,connection_tour,ttc,Scandinavian Northern Lights,trafalgar,Trafalgar,trafalgar,scandinavian-northern-lights,500.0,,10.0,2,le_tour_operator,twin,3656.0,3656.0,0a95c91d-2641-450f-89a1-5fe908968a60,76ff2f76-a41b-49ad-a6f3-c707a59aa63c,2023-09-25 11:50:20,2023-09-25 11:50:20
tour-bc445de4-2ae0-443d-af47-c259e4bbf465,connection_tour,ttc,Inspiring Indochina,luxurygold,Luxury Gold,luxurygold,inspiring-indochina,500.0,moderate,0.0,0,luxuryescapes,twin,7950.0,7950.0,02965446-c049-4391-a244-417cf4b0ba73,6041f5b3-b014-4f28-978f-e85756d029ce,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-bcf70770-e0cb-49fc-ba8b-d85e5dd17c78,connection_tour,ttc,The Treasures of France including Normandy,trafalgar,Trafalgar,trafalgar,the-treasures-of-france-including-normandy,500.0,,10.0,2,le_tour_operator,twin,2639.0,2639.0,8cc95f26-2f79-4425-8dd6-0d6a8dfbc195,7c9a2c21-822b-4f60-95eb-17f116d93cc0,2023-09-25 11:50:23,2023-09-25 11:50:23
tour-bd92010c-3505-46de-a325-6c7e5a626ad5,connection_tour,ttc,Uncover India: Delhi and Kerala,trafalgar,Trafalgar,trafalgar,uncover-india-delhi-and-kerala,500.0,,10.0,2,le_tour_operator,twin,4468.2,4925.0,be37287d-e96a-4a47-8ab7-00406c847c1e,5ba3dc7c-2365-4514-8cb3-143bba0f7205,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-bec7358c-a3c9-46c4-980f-d6e49cfa7ab0,direct_tour,salesforce,"Bali 2024 Private Wellness Journey with Luxury Accommodation, Spa Package, Cooking Class, Sound Healing & Daily Morning Yoga",luxuryescapes,Luxury Escapes Tours,luxuryescapes,bali-2024-private-wellness-journey-with-luxury-accommodation-spa-package-cooking-class-sound-healing-and-daily-morning-yoga,0.2,relaxed,8.5,2,le_tour_operator,twin,1499.4,1499.4,f3cbdd40-d9d4-4b33-a242-a16b18e0997e,f1fa6ad1-a60d-42c6-8baf-1023d01f0cff,2023-09-25 11:50:18,2023-09-25 11:50:18
tour-bf667cd3-bc96-4c90-b765-19f92a47ad8f,connection_tour,ttc,Natural Wonders of Iceland,insightvacations,Insight Vacations,insightvacations,natural-wonders-of-iceland,500.0,,0.0,0,luxuryescapes,twin,6364.0,6364.0,97ea9d91-6afb-4ea0-af70-c6ef229116b7,dde567bf-5ba1-43e7-87c9-de35ed8995fe,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-bf83753a-b978-4790-8c92-dba48a36ada4,connection_tour,ttc,Classic Japan,trafalgar,Trafalgar,trafalgar,classic-japan,500.0,,10.0,2,le_tour_operator,twin,5197.5,5775.0,eb893078-d635-4b5f-94da-3a7aac424751,ad8708cf-d0a8-4213-9fb6-95ea4f19e1e3,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c02827d1-4b1d-4273-b4df-82104af0a0ea,connection_tour,ttc,Highlights of Poland,insightvacations,Insight Vacations,insightvacations,highlights-of-poland,500.0,moderate,0.0,0,luxuryescapes,twin,2457.0,2730.0,5055f7be-d1ae-46cd-b0e5-b50080337adb,d58a29af-3691-4050-aa80-8e63b3c0b435,2023-09-25 11:50:22,2023-09-25 11:50:22
tour-c0afe5d0-9f62-473a-b096-9dbc23027aea,connection_tour,ttc,Highlights of Ireland and Scotland,trafalgar,Trafalgar,trafalgar,highlights-of-ireland-and-scotland,500.0,,10.0,2,le_tour_operator,twin,3195.0,3550.0,f47c3e48-5745-4d01-bfaf-6b740590ba96,2629c416-6ddb-4e16-b021-8d72658c8ea7,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-c1c12e6e-d7bb-4e12-8a74-22855a4b0501,connection_tour,ttc,Colourful Trails of the Southwest,trafalgar,Trafalgar,trafalgar,colourful-trails-of-the-southwest,500.0,,10.0,2,le_tour_operator,twin,3505.5,3895.0,93ea02fa-43a3-4f2f-9f48-008a3a465fa4,67f454b0-bbcf-4bc4-9f4a-6b9ccad2d8f5,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c22809a5-f9eb-4d60-a9fa-8a3a9f8c1e6c,connection_tour,ttc,Country Roads of Ireland,insightvacations,Insight Vacations,insightvacations,country-roads-of-ireland,500.0,,0.0,0,luxuryescapes,twin,2549.7,2833.0,fc38ed44-e347-4df5-bed4-0025eab2ee73,ddfb5bbf-1fd1-42f9-b1c5-b70d8cf5a245,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c2387243-54f4-429d-bc33-abf04a1a728d,partner_tour,salesforce,"Vietnam Small-Group E-Bike Cycling Tour with Hai Van Pass, Mekong Delta, Hue Imperial City Tour & Culinary Experiences",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,vietnam-small-group-e-bike-cycling-tour-with-hai-van-pass-mekong-delta-hue-imperial-city-tour-and-culinary-experiences,0.0,active,7.0,4,le_tour_operator,twin,2219.4,2219.4,f33027f0-9a6a-4916-9bbc-c18f265c689a,c5cb1d9b-a8a5-473a-86c2-2f63869de985,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-c3150efc-347d-4002-9521-7771f1669c7e,connection_tour,ttc,Scotland's Highlands Islands and Cities,trafalgar,Trafalgar,trafalgar,scotlands-highlands-islands-and-cities,500.0,,10.0,2,le_tour_operator,twin,4025.0,4025.0,7ffa218e-207c-4026-8231-7e79cc76ee72,d25855bf-89e6-45c4-a37e-f322011fb21a,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-c3ecc64d-8cc6-4392-9a30-3fae90815f85,connection_tour,ttc,Best of Germany,trafalgar,Trafalgar,trafalgar,best-of-germany,500.0,moderate,10.0,2,le_tour_operator,twin,3050.0,3050.0,d4bed3b3-0026-46bd-bdfd-cd40a2bc0d3b,131c74ba-39b9-41b2-9b36-199faece1b62,2023-09-25 11:50:25,2023-09-25 11:50:25
tour-c41a688e-c621-4229-9d7f-17a3def34ec1,partner_tour,salesforce,"Sri Lanka 2024 Bike Tour with Scenic Train Journey, Galle Fort & Yala National Park Safari",letrustedpartnertours,Luxury Escapes Trusted Partner Tours,letrustedpartnertours,sri-lanka-2024-bike-tour-with-scenic-train-journey-galle-fort-and-yala-national-park-safari,0.0,active,7.0,4,le_tour_operator,twin,2099.4,2099.4,e66d6d10-ada2-4839-a990-4ca6f527cf73,3feac409-0e8c-43b4-88c8-d55d3d87df0b,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-c5ebc442-1410-40b1-945d-bf3a8c55bfee,connection_tour,ttc,Best of China with Yangtze Cruise,trafalgar,Trafalgar,trafalgar,best-of-china-with-yangtze-cruise,500.0,,10.0,2,le_tour_operator,twin,7173.0,7173.0,752e0ad3-2939-4c9a-89fe-2288511d11d7,41259863-e3b9-499f-be5b-53ac9f487056,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c6876018-bc87-49e4-9e6b-dbe099ad2a77,direct_tour,salesforce,"Vietnam & Cambodia Highlights Tour From North to South with All-Inclusive Ha Long Bay Cruise, Angkor Wat Visit & Mekong Delta Experience",luxuryescapes,Luxury Escapes Tours,luxuryescapes,vietnam-and-cambodia-highlights-tour-from-north-to-south-with-all-inclusive-ha-long-bay-cruise-angkor-wat-visit-and-mekong-delta-experience,0.2,moderate,8.5,2,le_tour_operator,twin,1079.4,1079.4,e7fa66d1-0051-49aa-890e-cdbf9ee43500,b788e686-338d-4ce2-8066-01eabba67a02,2023-09-25 11:50:18,2023-09-25 11:50:18
tour-c69ca1e0-2c91-419b-8909-02a0146e8dd7,connection_tour,ttc,Highlights of Spain,insightvacations,Insight Vacations,insightvacations,highlights-of-spain,500.0,,0.0,0,luxuryescapes,twin,2047.5,2275.0,23e9ac8b-3522-4b6a-a9c8-62d979bb8ce6,c0dd5c77-60b8-49e0-b5e2-98a01ed241f2,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c75b10be-0a30-498e-9f8c-ce9e5c5cde30,connection_tour,ttc,Wonders of Australia and New Zealand,trafalgar,Trafalgar,trafalgar,wonders-of-australia-and-new-zealand,500.0,,10.0,2,le_tour_operator,twin,7880.0,7880.0,700e3190-df55-4d17-99aa-0a3760e5a90f,36b5e5cf-5dce-48cb-8ce5-3cd712b708ff,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-c7d97887-fd0b-4857-b755-919291627d7e,connection_tour,ttc,Iceland including the Blue Lagoon,trafalgar,Trafalgar,trafalgar,iceland-including-the-blue-lagoon,500.0,moderate,10.0,2,le_tour_operator,twin,3015.0,3350.0,918df944-392a-475b-b929-dbce20f29d1c,75023ee2-a984-432a-9c0b-c869269c4579,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c8581214-320e-4701-9232-10270777abd6,connection_tour,ttc,Best of Turkey,trafalgar,Trafalgar,trafalgar,best-of-turkey,500.0,moderate,10.0,2,le_tour_operator,twin,2550.0,2550.0,3e25a14b-9ba7-4cc9-be39-583288aa1021,45c1d0f5-1539-4f7c-8426-1f4e8c33b968,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-c8928074-348e-4bbd-bb43-d61c4b57797b,connection_tour,ttc,Highlights of Singapore and Malaysia,trafalgar,Trafalgar,trafalgar,highlights-of-singapore-and-malaysia,500.0,,10.0,2,le_tour_operator,twin,3802.5,4225.0,5022f873-660d-45bc-aad8-2bc771e21d38,c837f69d-81f9-47f2-919b-73fbfd481526,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-c9506657-5a3a-4415-9079-146219cedbd3,connection_tour,ttc,Best of Scotland,trafalgar,Trafalgar,trafalgar,best-of-scotland,500.0,moderate,10.0,2,le_tour_operator,twin,1395.0,1550.0,487629c2-b0e8-40cb-a113-42b1434fd92b,184be9a0-d2e7-408c-ba6d-82edd5ffb82c,2023-09-25 11:50:20,2023-09-25 11:50:20
tour-ca1bd4ee-4268-410c-b4fd-1297bc75d3a5,connection_tour,ttc,Classic China,trafalgar,Trafalgar,trafalgar,classic-china,500.0,,10.0,2,le_tour_operator,twin,4855.0,4855.0,b762a6b4-dc48-4f15-a09a-d62dce378dd2,e738bdd1-64cb-41aa-acc7-114e31bb0498,2023-09-25 11:50:24,2023-09-25 11:50:24
tour-cac768f1-c20d-4290-8d3e-135273605a22,connection_tour,ttc,Highlights of France and Barcelona,trafalgar,Trafalgar,trafalgar,highlights-of-france-and-barcelona,500.0,,10.0,2,le_tour_operator,twin,2847.6,3164.0,4209be10-142f-4209-a7ae-96c08a482c6b,579275e7-6e9d-4806-b357-d8b72ebeae35,2023-09-25 11:50:20,2023-09-25 11:50:20
tour-cb4205ef-f1a0-4935-b9e3-46c0f3ef5b03,connection_tour,ttc,Best of Switzerland,trafalgar,Trafalgar,trafalgar,best-of-switzerland,500.0,,10.0,2,le_tour_operator,twin,3347.1,3719.0,857d4149-b4e2-4383-b365-1c09febd3d99,71ba333a-44d7-4d40-90dd-47180178a239,2023-09-25 11:50:27,2023-09-25 11:50:27
tour-ce5b8edc-8fa2-425f-ba6c-0311b60f23f7,direct_tour,salesforce,"Kimberley 2024 Small-Group Tour with Kununurra Flight, Pearl Farm Stay & Buccaneer Archipelago Sunset Cruise",luxuryescapes,Luxury Escapes Tours,luxuryescapes,kimberley-2024-small-group-tour-with-kununurra-flight-pearl-farm-stay-and-buccaneer-archipelago-sunset-cruise,0.0,active,8.5,2,le_tour_operator,twin,3299.4,3299.4,0a2bc042-5fb9-4e8d-95b4-ae29b110724e,b0802f93-2a6b-4b4f-a62f-2d3857064a9a,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-ce75f9b7-7e84-4959-bb85-6e5d1fad5a07,connection_tour,ttc,Utah's Mighty Five National Parks,trafalgar,Trafalgar,trafalgar,utahs-mighty-five-national-parks,500.0,,10.0,2,le_tour_operator,twin,3532.5,3925.0,fb163506-0874-4056-9f9c-ac636946b330,c139dd7e-0d1d-4dd9-a56b-fd973986a996,2023-09-25 11:50:25,2023-09-25 11:50:25
tour-cee08d38-4dbc-43fe-83c0-62bc227e4287,connection_tour,ttc,Treasures of Turkey,insightvacations,Insight Vacations,insightvacations,treasures-of-turkey,500.0,,0.0,0,luxuryescapes,twin,3894.0,3894.0,85b7b70d-aed3-40b8-92c0-2bf98c7d9482,b14f9810-1c53-434a-96d2-5ff631c81a57,2023-09-25 11:50:22,2023-09-25 11:50:22
tour-cefe7773-f1be-447f-b0a7-b6766b367c3a,direct_tour,salesforce,"Sri Lanka 2024 Small-Group Wellness Tour with Santani Luxury Stay, Personalised Spa Therapy, Daily Yoga & Sigiriya Rock Fortress",luxuryescapes,Luxury Escapes Tours,luxuryescapes,sri-lanka-2024-small-group-wellness-tour-with-santani-luxury-stay-personalised-spa-therapy-daily-yoga-and-sigiriya-rock-fortress,0.2,relaxed,8.5,2,le_tour_operator,twin,2099.4,2099.4,ae689288-1e27-4869-8a3c-c2624f197979,93a8ddac-298b-48c0-9c65-1d110f35c086,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-cf4b21ae-7153-46ee-9b82-e94f40c94c07,connection_tour,ttc,Mediterranean Dreams,insightvacations,Insight Vacations,insightvacations,mediterranean-dreams,500.0,,0.0,0,luxuryescapes,twin,2195.0,2195.0,dcc5a471-d9a4-4c11-88bb-89ef446dc8b8,da1a744e-df97-453f-9ad5-3475da9660b6,2023-09-25 11:50:22,2023-09-25 11:50:22
tour-cf6a014b-ab79-4db0-b82f-f90813b547b2,connection_tour,ttc,Five Epic National Parks,trafalgar,Trafalgar,trafalgar,five-epic-national-parks,500.0,,10.0,2,le_tour_operator,twin,3750.0,3750.0,8292cca4-39ed-4b9b-9ad7-53b921ad964b,bb37be71-834a-4389-b110-1cd74f641c84,2023-09-25 11:50:19,2023-09-25 11:50:19
tour-d0d90961-2461-48ad-8e22-f2266bd2a229,connection_tour,ttc,"Christmas Markets of Poland, Prague & Germany",insightvacations,Insight Vacations,insightvacations,christmas-markets-of-poland-prague-and-germany,500.0,relaxed,0.0,0,luxuryescapes,twin,1822.5,2025.0,7920ad80-7c1b-4979-b2bc-5c6034b4f6cc,7dfc6825-a22c-4443-a3ad-4933ed5297c1,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-d1491392-b97f-4f37-97cc-2becc5750994,connection_tour,ttc,American Parks Trail,insightvacations,Insight Vacations,insightvacations,american-parks-trail,500.0,active,0.0,0,luxuryescapes,twin,4637.0,4637.0,8aa51d0e-4de1-4d6a-85a6-3ffe5ace5818,3e20b081-ea51-4e51-a5a8-9d21f61ccf1b,2023-09-25 11:50:25,2023-09-25 11:50:25
tour-d16fdfed-8eeb-45f5-a480-c748dc82abae,connection_tour,ttc,Mediterranean Highlights,trafalgar,Trafalgar,trafalgar,mediterranean-highlights,500.0,,10.0,2,le_tour_operator,twin,4140.0,4140.0,cf8c1149-c298-4312-be37-5ba7cfeaad31,9d2eed94-0b42-4b53-a9ff-3c0036d4d626,2023-09-25 11:50:27,2023-09-25 11:50:27
tour-d23b0c20-b933-4ee2-8e61-31f87602f05c,ultra_lux_tour,salesforce,"South Africa: Private Tour with Rovos Luxury Rail Journey, Sabi Sands Game Safari & All-Inclusive Lodge",luxuryescapes,Luxury Escapes Tours,luxuryescapes,south-africa-private-tour-with-rovos-luxury-rail-journey-sabi-sands-game-safari-and-all-inclusive-lodge,0.1,moderate,8.5,57,le_tour_operator,twin,7019.4,7019.4,06fbc748-e531-4013-bae4-b30c9e8ad85d,63b7bba0-fdcf-4980-a322-c48b39e5da8e,2023-09-25 11:50:18,2023-09-25 11:50:18
tour-d4ea07a0-9918-47e7-8545-be652c44d1b3,connection_tour,ttc,Elegance of Great Britain,insightvacations,Insight Vacations,insightvacations,elegance-of-great-britain,500.0,,0.0,0,luxuryescapes,twin,3965.4,4406.0,a8bb0b33-8ec5-4397-ad8c-3a86b02eca1d,33c9624c-480a-4f0b-adab-089a05fb8654,2023-09-25 11:50:23,2023-09-25 11:50:23
tour-d4f58f28-3311-4f10-aef0-5581f9569b2c,connection_tour,ttc,"Prague, Vienna and Budapest",trafalgar,Trafalgar,trafalgar,prague-vienna-and-budapest,500.0,,10.0,2,le_tour_operator,twin,1597.5,1775.0,0ad9dec1-b620-48c1-ac5e-afd38a909912,09edb710-9dbd-4819-a83b-07ed4b210975,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-d5ceede5-1254-45db-9c14-c4ef68223d27,connection_tour,ttc,Grand Italy & Sicily,insightvacations,Insight Vacations,insightvacations,grand-italy-and-sicily,500.0,,0.0,0,luxuryescapes,twin,6078.6,6754.0,08fcb0d9-76a4-4ccc-86a6-82fb0e40f2c4,2ded61c5-e33a-479f-a588-07dc9c6e7954,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-d7b8907d-430b-437b-bfe5-5dd37a8e85ca,connection_tour,ttc,Saigon and Bangkok Explorer,trafalgar,Trafalgar,trafalgar,saigon-and-bangkok-explorer,500.0,,10.0,2,le_tour_operator,twin,3050.0,3050.0,c6c934e6-73e9-4143-ac73-e3bcd3db3cc0,3c021182-65cb-4c59-a672-c1c6dd3604d6,2023-09-25 11:50:23,2023-09-25 11:50:23
tour-d7ff3ec6-8210-4459-868d-b3049630202b,connection_tour,ttc,Splendours of Egypt,insightvacations,Insight Vacations,insightvacations,splendours-of-egypt,500.0,,0.0,0,luxuryescapes,twin,4496.0,4496.0,0b217cee-62bb-4331-902d-c318f4ac7669,e748eef3-4e6e-49be-96b9-d8fd42721eea,2023-09-25 11:50:21,2023-09-25 11:50:21
tour-d86fe40d-4297-47aa-a0a2-89b9795b176f,connection_tour,ttc,Indulgence in Eastern Canada,luxurygold,Luxury Gold,luxurygold,indulgence-in-eastern-canada,500.0,,0.0,0,luxuryescapes,twin,4995.0,4995.0,97fddf0d-1030-470c-a664-eaf1903cd866,ebb9d00d-273e-4ed2-9536-00dd7a07ae3e,2023-09-25 11:50:26,2023-09-25 11:50:26
tour-d8d478f6-8234-4bbd-a3e2-6357443fa287,connection_tour,ttc,Italian Concerto,trafalgar,Trafalgar,trafalgar,italian-concerto,500.0,,10.0,2,le_tour_operator,twin,3195.0,3550.0,b2f94cf8-adc5-4ed8-8a58-763284390c7a,846ee17e-d365-4c66-89ca-3fd9b27793f3,2023-09-25 11:50:26,2023-09-25 11:50:26
